Item,Package,Title,Rows,Cols,n_binary,n_character,n_factor,n_logical,n_numeric,CSV,Doc
HS.data,sem,Holizinger and Swineford's Data,301,32,3,0,2,0,30,https://vincentarelbundock.github.io/Rdatasets/csv/sem/HS.data.csv,https://vincentarelbundock.github.io/Rdatasets/doc/sem/HS.data.html
Klein,sem,Klein's Data on the U. S. Economy,22,10,0,0,0,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/sem/Klein.csv,https://vincentarelbundock.github.io/Rdatasets/doc/sem/Klein.html
Kmenta,sem,Partly Artificial Data on the U. S. Economy,20,5,0,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/sem/Kmenta.csv,https://vincentarelbundock.github.io/Rdatasets/doc/sem/Kmenta.html
Tests,sem,Six Mental Tests,32,6,0,0,0,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/sem/Tests.csv,https://vincentarelbundock.github.io/Rdatasets/doc/sem/Tests.html
AccordPrice,Stat2Data,Prices of Used Honda Accords (in 2017),30,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/AccordPrice.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/AccordPrice.html
AHCAvote2017,Stat2Data,Congressional Votes on American Health Care Act (in 2017),430,11,5,0,4,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/AHCAvote2017.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/AHCAvote2017.html
Airlines,Stat2Data,Ontime Records for Two Airlines at Two Airports,10333,5,5,0,3,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Airlines.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Airlines.html
Alfalfa,Stat2Data,Alfalfa Growth,15,3,0,0,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Alfalfa.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Alfalfa.html
AlitoConfirmation,Stat2Data,US Senate Votes on Samuel Alito for the Supreme Court,100,6,3,0,4,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/AlitoConfirmation.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/AlitoConfirmation.html
Amyloid,Stat2Data,Amyloid-beta and Cognitive Impairment,57,2,0,0,1,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Amyloid.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Amyloid.html
AppleStock,Stat2Data,Daily Price and Volume of Apple Stock,66,4,0,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/AppleStock.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/AppleStock.html
ArcheryData,Stat2Data,Scores in an Archery Class,18,7,2,0,1,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ArcheryData.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/ArcheryData.html
AthleteGrad,Stat2Data,"Athletic Participation, Race, and Graduation",214555,3,3,0,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/AthleteGrad.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/AthleteGrad.html
AudioVisual,Stat2Data,Reaction Times to Audio and Visual Stimuli,72,4,2,0,3,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/AudioVisual.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/AudioVisual.html
AutoPollution,Stat2Data,Noise Levels of Filters to Reduce Automobile Pollution,36,4,2,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/AutoPollution.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/AutoPollution.html
Backpack,Stat2Data,Weights of College Student Backpacks,100,9,3,0,3,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Backpack.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Backpack.html
BaseballTimes,Stat2Data,Baseball Game Times of One Day in 2008,15,7,1,0,2,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/BaseballTimes.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/BaseballTimes.html
BaseballTimes2017,Stat2Data,Baseball Game Times of One Day in 2017,14,7,0,0,2,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/BaseballTimes2017.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/BaseballTimes2017.html
BeeStings,Stat2Data,Do Bee Stings Depend on Previous Stings?,18,3,1,0,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/BeeStings.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/BeeStings.html
BirdCalcium,Stat2Data,Effect of a Hormone on Bird Calcium Levels,20,5,2,0,3,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/BirdCalcium.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/BirdCalcium.html
BirdNest,Stat2Data,Nest Characteristics for Different Bird Species,84,12,2,0,4,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/BirdNest.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/BirdNest.html
Blood1,Stat2Data,"Blood Pressure, Weight, and Smoking Status",500,3,1,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Blood1.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Blood1.html
BlueJays,Stat2Data,Blue Jay Measurements,123,9,2,0,2,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/BlueJays.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/BlueJays.html
BrainpH,Stat2Data,Brain pH Measurements,54,5,1,0,3,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/BrainpH.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/BrainpH.html
BreesPass,Stat2Data,Drew Brees Passing Statistics (2016),16,5,0,0,1,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/BreesPass.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/BreesPass.html
BritishUnions,Stat2Data,Attitudes Towards British Trade Unions,17,7,1,0,1,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/BritishUnions.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/BritishUnions.html
ButterfliesBc,Stat2Data,Butterfly (Boloria chariclea) Measurements,32,4,1,0,2,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ButterfliesBc.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/ButterfliesBc.html
CAFE,Stat2Data,US Senate Votes on Corporate Average Fuel Economy Bill,100,7,2,0,3,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CAFE.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/CAFE.html
CalciumBP,Stat2Data,Do Calcium Supplements Lower Blood Pressure?,21,2,1,0,1,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CalciumBP.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/CalciumBP.html
CanadianDrugs,Stat2Data,Canadian Drugs Senate Vote,94,6,3,0,5,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CanadianDrugs.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/CanadianDrugs.html
CancerSurvival,Stat2Data,Survival Times for Different Cancers,64,2,0,0,1,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CancerSurvival.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/CancerSurvival.html
Caterpillars,Stat2Data,Measurements of Manduca Sexta Caterpillars,267,18,3,0,3,0,15,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Caterpillars.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Caterpillars.html
CavsShooting,Stat2Data,Cleveland Cavalier's Shooting (2016-2017),1940,3,3,0,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CavsShooting.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/CavsShooting.html
Cereal,Stat2Data,Nutrition Content of Breakfast Cereals,36,4,0,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Cereal.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Cereal.html
ChemoTHC,Stat2Data,THC for Antinausea Treatment in Chemotherapy,2,4,4,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ChemoTHC.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/ChemoTHC.html
ChildSpeaks,Stat2Data,Age at First Speaking,21,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ChildSpeaks.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/ChildSpeaks.html
ClintonSanders,Stat2Data,Clinton/Sanders Primary Results (2016),31,5,1,0,2,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ClintonSanders.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/ClintonSanders.html
Clothing,Stat2Data,Sales for a Clothing Retailer,60,8,1,0,0,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Clothing.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Clothing.html
CloudSeeding,Stat2Data,Cloud Seeding Experiment (Winter Only),28,7,1,0,2,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CloudSeeding.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/CloudSeeding.html
CloudSeeding2,Stat2Data,Cloud Seeding Experiment (Four Seasons),108,8,1,0,2,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CloudSeeding2.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/CloudSeeding2.html
CO2,Stat2Data,Daily CO2 Measurements in Germany,237,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CO2.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/CO2.html
CO2Germany,Stat2Data,Daily CO2 Measurements in Germany,237,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CO2Germany.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/CO2Germany.html
CO2Hawaii,Stat2Data,CO2 Readings in Hawaii,360,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CO2Hawaii.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/CO2Hawaii.html
CO2SouthPole,Stat2Data,CO2 Readings at the South Pole,348,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CO2SouthPole.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/CO2SouthPole.html
Contraceptives,Stat2Data,Drug Interaction with Contraceptives,44,6,2,0,1,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Contraceptives.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Contraceptives.html
CountyHealth,Stat2Data,County Health Resources,53,4,0,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CountyHealth.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/CountyHealth.html
CrabShip,Stat2Data,Crab Oxygen Intake,34,3,1,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CrabShip.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/CrabShip.html
CrackerFiber,Stat2Data,Effects of Cracker Fiber on Digested Calories,48,3,0,0,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CrackerFiber.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/CrackerFiber.html
CreditRisk,Stat2Data,Overdrawn Checking Account?,450,4,2,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CreditRisk.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/CreditRisk.html
Cuckoo,Stat2Data,Measurements of Cuckoo Eggs,120,2,0,0,1,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Cuckoo.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Cuckoo.html
Day1Survey,Stat2Data,First Day Survey of Statistics Students,43,13,2,0,3,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Day1Survey.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Day1Survey.html
DiabeticDogs,Stat2Data,Lactic Acid Turnover in Dogs,20,4,2,0,3,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/DiabeticDogs.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/DiabeticDogs.html
Diamonds,Stat2Data,Characteristics of a Sample of Diamonds,351,6,0,0,2,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Diamonds.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Diamonds.html
Diamonds2,Stat2Data,Characteristics of a Subset of the Diamond Sample,307,6,0,0,2,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Diamonds2.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Diamonds2.html
Dinosaurs,Stat2Data,Iridium Levels in Rock Layers to Investigate Dinosaur Extinction,28,4,1,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Dinosaurs.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Dinosaurs.html
Election08,Stat2Data,2008 U.S. Presidential Election,51,7,1,0,2,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Election08.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Election08.html
Election16,Stat2Data,2016 U.S. Presidential Election,50,8,1,0,2,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Election16.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Election16.html
ElephantsFB,Stat2Data,Measurements of Male African Elephants,138,3,1,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ElephantsFB.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/ElephantsFB.html
ElephantsMF,Stat2Data,Measurements of African Elephants,288,3,1,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ElephantsMF.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/ElephantsMF.html
Ethanol,Stat2Data,Effects of Oxygen on Sugar Metabolism,16,3,1,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Ethanol.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Ethanol.html
Eyes,Stat2Data,Pupil Dilation and Sexual Orientation,106,4,3,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Eyes.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Eyes.html
Faces,Stat2Data,Facial Attractiveness of Men,38,5,0,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Faces.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Faces.html
FaithfulFaces,Stat2Data,Faithfulness from a Photo?,170,7,3,0,2,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FaithfulFaces.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/FaithfulFaces.html
FantasyBaseball,Stat2Data,Selection Times in a Fantasy Baseball Draft,24,9,0,0,0,0,9,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FantasyBaseball.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/FantasyBaseball.html
FatRats,Stat2Data,Diet and Weight of Rats,60,3,1,0,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FatRats.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/FatRats.html
Fertility,Stat2Data,Fertility Data for Women Having Trouble Getting Pregnant,333,10,0,0,0,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Fertility.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Fertility.html
FGByDistance,Stat2Data,Results of NFL Field Goal Attempts,51,7,0,0,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FGByDistance.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/FGByDistance.html
Film,Stat2Data,Film Data from Leonard Maltin's Guide,100,9,2,0,2,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Film.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Film.html
FinalFourIzzo,Stat2Data,NCAA Final Four by Seed and Tom Izzo (through 2010),1664,4,2,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FinalFourIzzo.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/FinalFourIzzo.html
FinalFourIzzo17,Stat2Data,NCAA Final Four by Seed and Tom Izzo (through 2017),2112,4,2,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FinalFourIzzo17.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/FinalFourIzzo17.html
FinalFourLong,Stat2Data,NCAA Final Four by Seed (Long Version through 2010),2048,3,1,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FinalFourLong.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/FinalFourLong.html
FinalFourLong17,Stat2Data,NCAA Final Four by Seed (Long Version through 2017),2496,3,1,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FinalFourLong17.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/FinalFourLong17.html
FinalFourShort,Stat2Data,CAA Final Four by Seed (Short Version through 2010),512,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FinalFourShort.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/FinalFourShort.html
FinalFourShort17,Stat2Data,NCAA Final Four by Seed (Short Version through 2017),624,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FinalFourShort17.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/FinalFourShort17.html
Fingers,Stat2Data,Finger Tap Rates,12,3,0,0,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Fingers.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Fingers.html
FirstYearGPA,Stat2Data,First Year GPA for College Students,219,10,4,0,0,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FirstYearGPA.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/FirstYearGPA.html
FishEggs,Stat2Data,Fertility of Fish Eggs,35,4,2,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FishEggs.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/FishEggs.html
Fitch,Stat2Data,Body Measurements of Mammal Species,28,5,1,0,2,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Fitch.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Fitch.html
FlightResponse,Stat2Data,Response of Migratory Geese to Helicopter Overflights,464,7,1,0,1,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FlightResponse.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/FlightResponse.html
FloridaDP,Stat2Data,Florida Death Penalty Cases,326,4,4,0,2,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FloridaDP.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/FloridaDP.html
Fluorescence,Stat2Data,Measuring Calcium Binding to Proteins,51,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Fluorescence.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Fluorescence.html
FranticFingers,Stat2Data,Finger Tap Rates,12,4,0,0,2,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FranticFingers.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/FranticFingers.html
FruitFlies,Stat2Data,Fruit Fly Sexual Activity and Longevity,125,7,0,0,1,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FruitFlies.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/FruitFlies.html
FruitFlies2,Stat2Data,Fruit Fly Sexual Activity and Male Competition,201,7,2,0,2,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FruitFlies2.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/FruitFlies2.html
FunnelDrop,Stat2Data,Funnel Drop Times,120,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FunnelDrop.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/FunnelDrop.html
GlowWorms,Stat2Data,Female Glow-worms,26,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/GlowWorms.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/GlowWorms.html
Goldenrod,Stat2Data,Goldenrod Galls,1055,9,1,0,3,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Goldenrod.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Goldenrod.html
GrinnellHouses,Stat2Data,"House Sales in Grinnell, Iowa",929,15,0,0,1,0,14,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/GrinnellHouses.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/GrinnellHouses.html
Grocery,Stat2Data,Grocery Sales and Discounts,36,5,0,0,2,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Grocery.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Grocery.html
Gunnels,Stat2Data,Are Gunnels Present at Shoreline?,1592,10,4,0,0,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Gunnels.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Gunnels.html
Handwriting,Stat2Data,Guess Author's Sex from Handwriting?,204,8,1,0,0,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Handwriting.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Handwriting.html
Hawks,Stat2Data,Measurements on Three Hawk Species,908,19,1,0,6,0,13,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Hawks.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Hawks.html
HawkTail,Stat2Data,Tail Lengths of Hawks,838,2,1,0,1,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/HawkTail.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/HawkTail.html
HawkTail2,Stat2Data,Tail Lengths of Hawks (Unstacked),577,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/HawkTail2.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/HawkTail2.html
HearingTest,Stat2Data,Correctly Identified Words in a Hearing Test,96,3,0,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/HearingTest.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/HearingTest.html
HeatingOil,Stat2Data,Heating Oil Consumption,408,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/HeatingOil.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/HeatingOil.html
HighPeaks,Stat2Data,Characteristics of Adirondack Hiking Trails,46,6,0,0,1,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/HighPeaks.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/HighPeaks.html
Hoops,Stat2Data,Grinnell College Basketball Games,147,22,4,0,1,0,21,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Hoops.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Hoops.html
HorsePrices,Stat2Data,Prices of Horses,50,5,1,0,1,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/HorsePrices.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/HorsePrices.html
Houses,Stat2Data,"House Prices, Sizes, and Lot Areas",20,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Houses.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Houses.html
HousesNY,Stat2Data,House Prices in Rural NY,53,5,0,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/HousesNY.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/HousesNY.html
ICU,Stat2Data,Intensive Care Unit Patients,200,9,4,0,0,0,9,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ICU.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/ICU.html
InfantMortality2010,Stat2Data,Infant Mortality Rates,10,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/InfantMortality2010.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/InfantMortality2010.html
Inflation,Stat2Data,Monthly Consumer Price Index (2009-2016),96,5,0,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Inflation.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Inflation.html
InsuranceVote,Stat2Data,Congressional Votes on a Health Insurance Bill,435,9,5,0,2,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/InsuranceVote.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/InsuranceVote.html
IQGuessing,Stat2Data,Guess IQ from a Photo?,40,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/IQGuessing.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/IQGuessing.html
Jurors,Stat2Data,Reporting Rates for Jurors,52,4,2,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Jurors.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Jurors.html
Kershaw,Stat2Data,Kershaw Pitch Data,3402,24,4,0,11,0,13,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Kershaw.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Kershaw.html
KeyWestWater,Stat2Data,Key West Water Temperatures,6572,3,0,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/KeyWestWater.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/KeyWestWater.html
Kids198,Stat2Data,Body Measurements of Children,198,5,2,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Kids198.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Stat2Data/Kids198.html
